1093352440,530723470,-1238719928,3.611, 100
1093352441,530723182,-1238720311,3.984, 99
1093352446,530721745,-1238722894,4.58,  98
1093352449,530720742,-1238724527,4.936, 97
1093352454,530719182,-1238727358,4.945, 97
1093352455,530719005,-1238727986,4.507, 95
1093352457,530718919,-1238729108,3.611, 90
1093352459,530718742,-1238730281,3.984, 89
1093352460,530718409,-1238730892,4.57, 85
1093352462,530717407,-1238731383,5.076, 80
